Date,Client_Future Index Long,Client_Future Index Short,Client_Option Index Call Long,Client_Option Index Put Long,Client_Option Index Call Short,Client_Option Index Put Short,DII_Future Index Long,DII_Future Index Short,DII_Option Index Call Long,DII_Option Index Put Long,DII_Option Index Call Short,DII_Option Index Put Short,FII_Future Index Long,FII_Future Index Short,FII_Option Index Call Long,FII_Option Index Put Long,FII_Option Index Call Short,FII_Option Index Put Short,Total Call Options - Open Interest BANK NIFTY INDEX,Total Put Options - Open Interest BANK NIFTY INDEX,Total Futures - Open Interest BANK NIFTY INDEX,Price - BANK NIFTY INDEX,Returns - BANK NIFTY INDEX,NSE VIX - India,is_expiry,Total_OI
3/1/2024,355122,262107,3109061,4454718,3366422,4493062,54482,89587,0,37581,0,0,72084,134845,953371,1190949,949289,1058526,5592532,4480094,230848,46120.9,0.003426221,15.5725,0,26896348
3/4/2024,389917,303418,4262349,5485416,4335616,5331650,60300,89587,0,42191,0,0,79148,129195,1077609,1104290,1108615,1142131,2516727,3289470,238408,47286.9,0.024967092,15.235,0,31931470
3/5/2024,433998,352296,4225390,5349833,4281295,5230715,60734,85754,0,42214,0,0,78694,143635,1047092,1198133,1148591,1234343,2638725,3457139,240802,47297.5,0.000224138,14.9925,0,31696610
3/6/2024,433179,383111,3062689,3882540,3272997,3979801,60931,85754,0,42271,0,0,89321,135662,773211,968749,713432,841586,3230538,3814481,280215,47456.1,0.003347633,14.9225,0,24535234
3/7/2024,437381,376749,3219222,3178931,3303127,3422805,58204,86318,0,42317,0,0,86929,120724,854756,930592,761215,804964,3942695,4772034,324285,47581,0.002628449,14.38,0,23125992
3/11/2024,454109,390108,5537802,3739946,5329866,4086889,61295,78218,0,42338,0,0,83947,118922,1128240,1114810,1126807,1044038,5821525,6649181,317039,47965.4,0.008046396,14.295,0,31747916
3/12/2024,462959,396393,5013872,3752663,5029231,4047373,60372,80668,0,42338,0,0,91508,121829,1035394,932561,1010161,885706,2913033,2647549,310805,47835.8,-0.002705605,13.6125,0,30232044
3/13/2024,472277,395173,4910244,2772249,4700880,3143261,60158,71285,0,46354,0,0,89080,132900,1049042,1049017,1020094,923738,4718262,3391882,331239,47327.85,-0.010675396,13.995,0,27524116
3/14/2024,478702,409596,3292243,2652278,3313406,2998809,60637,71233,0,48854,0,0,93279,144270,724639,809521,646568,629874,4854489,3463428,348314,47282.4,-0.000960784,13.6375,0,22245262
3/15/2024,487779,408065,4626679,3407471,4562671,3731841,61436,71229,0,48854,0,0,86574,143964,1101433,1086112,1052397,977220,6458351,4704046,355746,46981.3,-0.006388483,14.4325,0,28550818
3/18/2024,496654,406287,5070579,4077326,5047947,4277616,61686,75650,0,48838,0,0,86715,148030,1094153,1017641,1066918,964634,2948025,2403568,360402,46789.95,-0.004081214,13.6225,0,30909962
3/19/2024,503765,403548,6138616,3809942,5776088,4078803,62466,60062,0,48900,0,0,79616,164975,1201181,1127099,1276106,1128757,3775684,2887324,363992,46594.1,-0.004194513,13.69,0,33171708
3/20/2024,509887,397373,4001122,2902353,4011454,3183951,62466,65021,0,48922,0,0,79298,174522,814670,878277,782561,766982,3948990,3181477,364033,46575.9,-0.000390684,13.895,0,24561702
3/21/2024,508086,395388,3270058,3102555,3303289,3366739,62425,64965,0,49285,0,0,86956,176305,770625,896347,695312,761277,5046001,3610904,368549,46384.8,-0.004111421,14.1125,0,23618754
3/22/2024,489481,399386,3628654,4146407,3771454,4303109,62385,60417,0,48664,0,0,81266,153645,886921,997496,866446,912792,6238233,5204753,374365,46310.9,-0.001594465,13.4725,0,27183110
3/26/2024,489979,397885,4817340,4374752,4737728,4529951,62281,53458,0,45164,0,0,73285,148689,1054363,1129772,1064756,1061480,2895305,2663236,378944,46684.9,0.008043417,12.5125,0,31288966
3/27/2024,460164,375214,3283376,3493863,3405386,3765213,61953,54458,0,53441,0,0,76268,167064,892340,1094201,825876,895797,2886278,3030058,371318,46863.75,0.003823684,12.22,0,25139826
3/28/2024,401841,355441,2524162,2563871,2547821,2734828,37462,46724,0,45128,0,0,103470,127321,682440,794298,645232,700934,4342238,3678176,376308,46600.2,-0.005639623,12.82,1,19625866
4/1/2024,218144,181727,3850989,4125164,3870052,4182838,37587,46724,0,44992,0,0,108819,130406,862938,911432,872205,882470,5662572,5249258,380890,46785.95,0.003978111,12.7025,0,26922494
4/2/2024,222339,184011,4631478,4321542,4462774,4361257,36906,47400,0,44992,0,0,114069,129496,977690,989980,1076101,969385,2246527,2210657,333576,47124.6,0.007212213,12.8325,0,29563500
4/3/2024,227601,187127,3561068,3256263,3553464,3500460,36891,47400,0,44014,0,0,111937,143694,643033,774806,625145,611256,2922297,3127161,158400,47578.25,0.009580566,12.0825,0,22217624
4/4/2024,204427,172105,2516533,2721427,2646519,3015477,37069,47057,0,44649,0,0,102662,136290,531825,675154,452361,500636,4025713,3762433,160471,47545.45,-0.000689628,11.6525,0,18062900
4/5/2024,217366,188693,3776045,4663579,4335202,4918781,37069,47490,0,46037,0,0,102506,137696,941307,1234691,797052,995918,5934247,7019984,167114,47624.25,0.00165599,11.3725,0,28652486
4/8/2024,222675,200613,4162661,5450708,4299932,5399570,37991,50990,0,46037,0,0,112855,136491,1040061,1237367,968513,1155916,1950893,2039860,147870,48060.8,0.009124791,11.22,0,31375630
4/9/2024,226596,222375,4584812,5167049,4696946,5283868,37089,53234,24,46051,0,0,133230,129207,1173761,1411672,934312,1167826,2911175,3843688,167286,48493.05,0.008953613,11.3375,0,31982868
4/10/2024,217475,233563,2199113,2660327,2429688,2915283,36919,56340,0,51047,0,0,174756,123474,520337,668388,378248,482898,3100919,3724257,161111,48581.7,0.001826428,11.61,0,17232272
4/12/2024,224162,220348,4603622,3246367,4572489,3678976,36919,53540,0,50447,0,0,158405,124957,885513,945747,843926,786727,3526922,4060378,160600,48730.55,0.003059227,11.355,0,25911484
4/15/2024,252885,208784,6258020,3616332,5754432,3856819,35086,53870,0,47559,0,0,138553,143560,1143574,1127796,1247948,1049215,4737832,5394294,174638,48986.6,0.005240648,11.1075,0,31641736
4/16/2024,267164,185350,3834418,2582079,3895870,2988977,35086,54267,0,43025,0,0,125923,162314,828645,919998,720957,662563,2941666,2242139,162314,48564.55,-0.00865295,11.5325,0,21903592
4/18/2024,313344,181466,3539439,2248483,3669414,2840147,34833,54767,0,49775,0,0,99564,207050,831834,984380,606357,634617,4594435,2760150,153892,47773.25,-0.016427981,12.4675,0,21245016
4/19/2024,290747,167098,3623771,3336657,3942067,3784520,34408,54369,0,53941,0,0,124179,227211,1067630,1266032,785878,845876,5110148,4313983,155512,47484.8,-0.0060562,12.615,0,25325326
4/22/2024,294233,167897,4350497,4579545,4591514,4843240,33959,55762,0,59662,0,0,116259,225192,1186449,1309047,958034,994819,2862364,1993836,163533,47069.45,-0.008785489,13.04,0,30165200
4/23/2024,301502,173447,5069729,4576545,5057926,4912812,33949,55747,0,65742,0,0,119088,228043,1248939,1351477,1105200,987649,2827726,2803611,156071,47574.15,0.010665376,13.4575,0,31545394
4/24/2024,284383,154440,3508951,3336755,3708979,3771940,38096,54897,0,71894,0,0,105760,230153,875386,1037442,633080,662598,3261579,3316102,158220,47924.9,0.007345656,12.7,0,22982074
4/25/2024,240078,169431,2350609,2806394,2700489,3228203,37997,51219,100,72141,0,0,93833,147355,678707,901922,422214,554486,4151916,3748518,151711,47970.45,0.000949994,10.195,0,19289198
4/26/2024,390292,239336,5834939,4395432,6228722,5532679,63364,102432,696,157746,0,0,116391,215468,1318039,1737493,935063,1075326,5511319,5509270,156177,48189,0.004545583,10.275,0,36583102
4/29/2024,397453,293392,5545670,7422648,6225819,7993292,63021,102465,718,199216,0,0,153681,199665,1543233,2116981,1105447,1483871,2003326,2312967,137652,48494.95,0.00632889,10.73,0,45746070
4/30/2024,365401,314933,4901747,4709994,5477939,5697314,62497,102572,1518,199249,0,0,201097,184671,1305267,1835752,768143,1053033,3148192,2669053,131400,48201.05,-0.006078864,10.925,0,34533436
5/2/2024,360641,321595,4181197,3947572,4565459,4834755,62597,102642,1678,204337,0,0,214437,188822,1074551,1379918,662305,705324,3543881,5447338,165742,49424.05,0.025056343,12.235,0,30274772
5/3/2024,373547,271463,6758983,4307395,6926867,5536853,62597,102878,2078,192243,0,0,161677,208396,1542542,1612735,1222722,961518,1453281,1441198,174028,49396.75,-0.000552515,12.87,0,39421260
5/6/2024,386459,293334,8026534,5164241,8111350,6272860,62456,103496,2078,201066,0,0,175857,210895,1672117,1640980,1393515,1056602,3029207,2505207,168424,49231.05,-0.003360111,13.445,0,44969692
5/7/2024,397731,274209,9461618,5064610,9207802,6218931,66512,103078,2078,208262,0,0,163876,228594,1929256,1854636,1678582,1170295,3716180,2542854,154845,48923.55,-0.006265646,14.6175,0,48973134
5/8/2024,431018,267123,7249996,4515823,7293982,5529332,66455,101868,2078,205422,0,0,152860,244108,1497195,1641664,1262975,1070865,4442028,2930472,157449,48895.3,-0.000577598,16.6,0,40375258
5/9/2024,509673,295231,5802476,3378003,5539929,4430584,72899,100701,2304,197092,0,0,150955,307817,1006214,1318799,950979,790446,6179900,3488362,166178,48285.35,-0.012553075,17.0075,0,33556448
5/10/2024,498810,268736,6856531,4357649,6693614,5313385,73143,102701,2078,205283,0,0,171136,330010,1257504,1547332,1249827,1083290,7498126,5074162,167998,48021.1,-0.005487704,17.08,1,38881788
5/13/2024,498301,250160,6964696,5670605,6933252,6276643,76687,102084,2078,199169,0,0,187660,361361,1314150,1608992,1328729,1274097,3397033,2295201,183439,47487.9,-0.011165556,18.2,0,42057864
5/14/2024,512031,241298,7174425,6112281,7263873,6792162,76668,102036,2078,202729,0,0,166242,379466,1506844,1601985,1341945,1127189,3816357,2637200,183951,47421.1,-0.001407664,18.4725,0,43884006
5/15/2024,521444,237879,6330014,4956492,6456899,5791092,76887,101833,2078,202729,0,0,150948,396280,1293160,1425736,1164167,981172,3705524,3320254,178269,47754.1,0.00699765,20.6,0,38696090
5/16/2024,520776,239455,4164458,3979324,4364943,4808182,78251,101433,2078,202541,0,0,143255,402871,1021935,1383384,902968,934268,4564927,3653682,182898,47859.45,0.002203663,20.195,0,30578694
5/17/2024,523361,245164,5184361,5364530,5425262,6040002,78398,101147,2558,199561,0,0,158679,407526,1147916,1568169,1015544,1168397,7196606,4770797,192681,47687.45,-0.00360033,20.2725,0,36609136
5/21/2024,506134,264226,6873094,6123377,7044479,6890099,78297,101147,2558,201672,0,0,182230,394215,1560146,1776866,1419447,1347767,2538798,2232056,190900,47977.05,0.006054511,19.995,0,43638392
5/22/2024,512846,280138,5217969,5508553,5602355,6223422,82448,101093,2558,201672,0,0,176282,396048,1323087,1592632,1094988,1153170,2975778,2827525,193564,48115.65,0.002884716,19.7975,0,37228184
5/23/2024,457281,332539,3589649,4833487,3954222,5294156,82254,104093,3533,206716,0,0,262404,360755,984877,1311766,810547,951194,3073156,2935316,192650,48199.5,0.00174116,20.525,0,30763790
5/24/2024,451108,384277,5493748,5992710,5644209,6404462,89098,104093,3533,207548,0,0,310192,326050,1384163,1633526,1244272,1322569,4641770,3482435,195247,48048.2,-0.003143974,21.81,0,38701244
5/27/2024,419134,374789,6861058,6418956,6771452,6774194,89445,104093,3533,213103,0,0,312846,290784,1571919,1796911,1568816,1603806,7179477,4389099,193140,47781.95,-0.005556721,21.4675,0,43847720
5/28/2024,421645,375850,7902446,6468304,7727113,6831436,94975,104075,3533,219102,0,0,323480,276021,1810060,1930746,1749475,1692617,2123671,2560241,192123,48768.6,0.02043871,21.38,0,46610418
5/29/2024,433858,334944,6575264,4463426,6628992,5192917,105943,110245,3253,215847,0,0,257730,262936,1630768,1574948,1403055,1101688,2604809,2896562,199947,48971.65,0.004154896,21.71,0,37326852
5/30/2024,535897,239763,2963580,2260048,2506230,2744009,110659,111725,3253,233164,0,0,51620,349418,622980,1039355,940907,960190,3526632,3484132,181816,49281.8,0.006313285,23.1925,0,20451552
5/31/2024,561745,247842,4288712,3247626,3492490,3398591,111487,113711,3853,230575,0,0,62284,380651,1125866,1370781,1683013,1571635,4781237,3903381,190023,49142.15,-0.002837726,24.195,0,28315456
6/3/2024,464652,276055,5862933,4597223,4825069,4256252,121487,112569,3853,190735,0,0,128017,324961,1351442,1618005,2039835,2019800,7555004,5032191,227621,48501.35,-0.013125486,24.175,0,36352738
6/4/2024,562838,229474,8186513,3952871,6553362,3803877,112913,102567,2078,195633,0,0,60817,416196,1633676,1721699,2388365,1981018,1358283,1196333,172037,48682.35,0.003724909,24.175,0,41644488
6/5/2024,485284,238517,7121709,4264373,6336088,4466277,111286,102061,2078,231811,0,0,83806,395413,1451573,1651253,1735897,1613493,2022882,1678099,160908,48983.95,0.006176152,24.6025,0,38433398
6/6/2024,475273,266373,4325266,3142356,4075319,3581909,110407,102061,2078,239811,0,0,75079,362505,899539,1012162,897052,901055,3013629,2261187,164178,50979.95,0.039939725,20.9375,0,27070976
6/7/2024,424213,301205,5373262,4895835,5298415,5231353,109544,102061,2078,247311,0,0,139931,332773,1330767,1551868,1308006,1377851,4895530,2348658,183429,46928.6,-0.08280512,26.7475,0,35834744
6/10/2024,390178,302988,7548573,5900080,7218965,6126602,112816,101145,2078,209611,0,0,156437,300341,1480794,1534068,1488909,1452118,6034775,5132582,208019,49054.6,0.044306666,18.885,0,43258692
6/11/2024,394362,313523,7873401,6923851,7591134,6966805,108667,100237,2078,189611,0,0,171885,297649,1493482,1536069,1508785,1539181,2445487,1733375,194009,49291.9,0.004825804,16.8,0,46072104
6/12/2024,392234,333479,6123184,5844500,6162539,6042603,108722,119243,2078,165241,0,0,193118,273156,1435073,1610072,1287707,1454627,2808265,2239975,195712,49803.2,0.010319472,16.8825,0,39486344
6/13/2024,372405,343105,4556290,4504579,4679623,4808154,109045,118946,2078,166581,0,0,220308,255148,1040603,1186857,865071,1029040,3894539,2878349,185339,49780.9,-0.000447863,16.3975,0,31223624
6/14/2024,377551,352468,5151450,5845540,5496170,6239434,109027,131866,2078,159038,0,0,231456,255871,1312268,1626605,999056,1326464,4410505,3560251,187329,49705.75,-0.001510756,14.765,0,36890584
6/18/2024,381387,365642,5725289,7259066,6374291,7707152,108651,131923,2078,170510,0,0,246244,259096,1515823,1792079,996940,1290054,6378904,5845446,180727,49895.1,0.003802181,14.3875,0,42864136
6/19/2024,359845,402643,5537222,6189902,6119048,6788038,103323,131923,2078,172342,0,0,289349,245290,1477130,1831803,990787,1365648,2576341,2111480,179111,49846.7,-0.000970506,13.4875,0,39629782
6/20/2024,356702,423648,4355248,5571247,4767513,5829157,95857,137643,2078,188186,0,0,305029,232564,1193899,1433318,926311,1251993,2696530,2600413,182197,50002,0.003110709,12.8225,0,34079350
6/21/2024,350478,408091,6122639,6074667,6386815,6550112,96094,138097,2078,187141,0,0,302724,228733,1414981,1573376,1221087,1399497,3370696,4109675,191192,50440.9,0.008739349,12.965,1,40259382
6/24/2024,343586,412800,6592506,7852393,7025523,8141821,89258,146339,2078,228479,0,0,330858,229188,1670991,1974267,1416526,1742351,5763812,6788647,208332,51398.05,0.01879788,13.7125,0,46997280
6/25/2024,350729,474389,5946712,9153083,6629153,9491632,89005,145499,2078,252479,0,0,378004,237169,1956710,2578585,1404304,2018269,2714347,3348129,207538,51783.25,0.007466504,13.345,0,50861400
6/26/2024,325553,473466,5409620,7042134,6023068,7570008,89289,144470,2078,242479,0,0,400618,197828,1926438,2242227,1430778,1764821,3220984,3381132,194290,51661.45,-0.002354882,13.18,0,43072012
6/27/2024,270005,512966,3696391,4598509,4081012,4867285,88320,143750,2078,212829,0,0,411066,91951,1052529,1159936,801195,999760,3654782,4471110,196289,51703.95,0.000822326,14.0575,0,29436894
6/28/2024,260625,519267,6334127,5530347,6466254,5929738,89836,143606,2078,219973,0,0,440244,93361,1304942,1363794,1015644,1175051,3722963,5994149,232924,52606,0.017296001,14.3125,0,38670310
