Date,Client_Future Index Long,Client_Future Index Short,Client_Option Index Call Long,Client_Option Index Put Long,Client_Option Index Call Short,Client_Option Index Put Short,DII_Future Index Long,DII_Future Index Short,DII_Option Index Call Long,DII_Option Index Put Long,DII_Option Index Call Short,DII_Option Index Put Short,FII_Future Index Long,FII_Future Index Short,FII_Option Index Call Long,FII_Option Index Put Long,FII_Option Index Call Short,FII_Option Index Put Short,Total Call Options - Open Interest BANK NIFTY INDEX,Total Put Options - Open Interest BANK NIFTY INDEX,Total Futures - Open Interest BANK NIFTY INDEX,Price - BANK NIFTY INDEX,Returns - BANK NIFTY INDEX,NSE VIX - India,is_expiry,Total_OI
1/15/2024,195133,246036,4132198,5668584,4422445,5646170,56232,85822,0,79346,0,0,168754,87059,1255018,1578879,936898,1322892,3105520,3881735,155086,48158.3,0.009356674,13.785,0,32641840
1/16/2024,190414,244020,4893385,4888035,5123444,5341220,56486,85846,0,76846,0,0,167618,88019,1507892,1648382,1087922,1120895,4344207,3982360,155612,48125.1,-0.000689631,13.5725,0,32854380
1/17/2024,247279,227800,5268881,2739140,4851385,3122001,55022,85782,0,69367,0,0,133378,112724,1093262,1247091,1125875,1136807,7032228,4484210,200681,46064.45,-0.043762368,15.08,0,27282718
1/18/2024,279372,224032,4375941,2602652,4058509,3006651,54541,86568,0,64156,0,0,125972,130631,850304,1083783,827163,850139,3641410,2456721,198165,45713.55,-0.00764675,14.07,0,24229816
1/19/2024,282062,218692,5621894,3217322,5257806,3649655,54549,88804,0,62642,0,0,124833,141073,1218345,1307858,1182564,1056621,4726306,2810362,204165,45701.15,-0.000271291,13.8775,0,30047458
1/23/2024,287427,227240,7058353,3531020,6596980,3840428,54678,86429,0,61595,0,0,126211,145040,1370528,1321585,1290008,1129595,4187216,2904574,190358,46058.2,0.007782352,13.8025,0,34548958
1/24/2024,289657,240579,7308773,4594763,6927127,4678197,55034,91725,0,53633,0,0,131082,139638,1480277,1556906,1427310,1427680,6307385,3240054,223197,45015.05,-0.022908936,14.8525,0,38353586
1/25/2024,324837,227300,2793827,1883634,2697209,2238795,56514,90925,0,17651,0,0,42771,151654,637682,761971,608348,588317,6522674,3920307,244280,45082.4,0.001495048,14.375,0,17077572
1/29/2024,322429,219388,4271334,3812863,4151541,3969290,56372,95773,0,18641,0,0,48167,147287,976191,1195157,1001926,1110922,6708507,4840887,318951,44866.15,-0.004808314,13.865,0,27379630
1/30/2024,314558,200611,5253269,3414448,4938143,3793094,58076,97216,0,21818,0,0,46249,146205,1043465,1164380,1169408,1057393,3461803,2946499,232148,45442.35,0.012760877,15.68,0,29087158
1/31/2024,286361,195253,3259965,2541540,2877599,2570036,56529,91216,0,24780,0,0,64525,151876,616143,711909,804545,717283,4915110,3558764,232465,45367.75,-0.001642989,16.1025,0,19457182
2/1/2024,285623,201145,3614522,2865248,3346345,3008335,56204,88916,0,24780,0,0,67523,147863,767640,798935,833194,699282,6387501,6192214,219776,45996.8,0.013770329,16.0475,0,21528520
2/2/2024,287067,197491,4731095,3487206,4459857,3664646,56219,90258,0,24754,0,0,69557,144454,956755,1050207,1028894,1031466,3025060,2376561,216754,46188.65,0.004162268,14.455,0,27071932
2/5/2024,281556,197150,6251672,4066380,5744996,4215633,56180,90258,0,24754,0,0,81398,143396,1045205,1067987,1230377,1078956,3593185,2642762,205156,45970.95,-0.004724422,14.6975,0,32441270
2/6/2024,282645,214184,5867266,4600807,5614768,4656101,56227,90258,0,24754,0,0,88590,148865,1163846,1113757,1231247,1089162,4534608,3041704,201765,45825.55,-0.003167879,15.6175,1,32952000
2/7/2024,283916,209078,3622756,3218621,3623873,3472900,56272,88258,0,24754,0,0,88281,168632,679295,841504,662252,714985,5561316,3744466,216776,45690.8,-0.002944831,15.785,0,22639910
2/8/2024,298798,215215,4140028,2511397,3919935,2952748,56808,83258,0,24754,0,0,87405,180165,830770,931532,845426,770865,7191160,5063565,229667,45818.5,0.002790975,15.505,0,23636154
2/9/2024,275982,205341,4305800,3665102,4325571,3921986,56817,80758,0,24754,0,0,90876,174729,907870,1006217,906212,899434,3761813,2304262,240074,45012,-0.017758819,15.8275,0,26889320
2/12/2024,298692,214823,6547330,3703607,6101415,4035758,56863,78258,0,24754,0,0,92567,178902,1162184,1135584,1268049,1038529,3260503,2859743,226982,45634.55,0.013735984,15.4475,0,33485246
2/13/2024,280824,221872,4858788,4508994,5016990,4693899,55353,75984,0,24754,0,0,98261,180536,1014099,1163291,1056402,1065952,5090052,2972786,238607,44882.25,-0.016622711,16.0625,0,31172376
2/14/2024,265013,205446,3072535,3531048,3222635,3781619,55432,77990,0,24754,0,0,103459,183989,723744,978840,658383,739131,4430589,4276537,243310,45502.4,0.013722678,15.8075,0,22662712
2/15/2024,259050,194944,2718320,3289713,2856815,3457902,57225,75520,0,25064,0,0,101343,176541,785516,833954,757506,734905,4853633,6284181,230596,45908.3,0.008880857,15.435,0,21198718
2/16/2024,260480,195249,3658792,4277914,3721035,4377565,57235,77755,0,29064,0,0,111842,180632,946250,1108076,1000887,1028296,2366470,2684588,211959,46218.9,0.006742877,15.225,0,26555884
2/19/2024,256764,195898,4481847,5162521,4424858,5116809,57946,77755,0,29064,0,0,116489,180298,996550,1181790,1109914,1172981,2810541,3160654,213054,46384.85,0.003584092,15.2225,0,30636466
2/20/2024,254877,194687,4047960,5909808,4188680,5697397,57973,82755,0,29064,0,0,120958,175772,1018422,1345696,1140188,1323002,3230715,3681144,205397,46535.5,0.003242565,16.0175,0,32189036
2/21/2024,256640,195685,4014718,3144807,3978358,3467022,58364,79986,0,29064,0,0,130909,178339,824048,912799,788754,779988,3641716,5318977,209050,47094.2,0.011934389,16.0725,0,23814114
2/22/2024,264995,199212,2968202,2815946,3083054,3167417,56891,86030,0,29064,0,0,134577,169246,704689,868408,623041,664470,5470503,5718973,216410,47019.7,-0.001583188,15.9275,0,20597644
2/23/2024,269716,201548,4426155,3505935,4393546,3958799,56961,83980,0,43064,0,0,129896,166954,949017,1106615,924734,892205,2458248,2237208,200536,46919.8,-0.002126902,15.1975,0,26698130
2/26/2024,279289,202665,5671817,3919612,5519813,4372867,56993,83980,0,41817,0,0,135063,164200,1073211,1186467,1110493,1040092,3275504,2664440,203672,46811.75,-0.002305521,14.9725,0,31503078
2/27/2024,283413,204045,5414932,4146361,5396126,4578688,56911,87980,0,49064,0,0,142334,169376,1157376,1250518,1156857,1085424,4143250,3082574,209365,46576.5,-0.005038118,15.6,0,31355534
2/28/2024,297836,222756,7952426,4138172,7161511,4473840,55413,87980,0,45602,0,0,141858,171825,1486944,1354155,1725391,1343947,4589525,3652139,216133,46588.05,0.000247948,15.7275,0,38658334
2/29/2024,285811,206265,2273905,2023898,2361366,2365463,54047,82034,0,36680,0,0,68757,127725,590332,687032,520943,492936,6218784,3763004,217795,45963.15,-0.013504082,16.33,0,16183512
